Date,CustomerId,DeliveryDate,Address,ProductId,Quantity,UnitPrice,TaxAmount,TotalExcludingTax,TotalIncludingTax,GrossPrice,Discount,NetPrice,GrossRevenue,NetRevenue,COGS_PER,COGS,GrossProfit,OrderKey,SaleKey
07-07-2016,30456,07-07-2016,"9899 Williamson Park, Port Raul, Moldova",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
11-10-2018,1658,11-10-2018,"7370 Aletha Stravenue, Zulaufchester, Mexico",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
04-02-2017,1082,04-02-2017,"8625 Francesca Meadows, Lake Noemieport, Macedonia",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
22-11-2017,11557,22-11-2017,"16075 Dicki Brooks, South Guidoburgh, Russian Federation",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
15-06-2017,40353,15-06-2017,"7996 Alena Lodge, South Velda, Bangladesh",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
15-02-2016,15396,15-02-2016,"7496 Destany Plaza, Marleefort, Holy See (Vatican City State)",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
28-03-2019,40079,28-03-2019,"80933 Aubrey Plains, Scottyfort, Cayman Islands",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
03-03-2019,4811,03-03-2019,"2751 Solon Corner, Gleasonland, Germany",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
01-06-2016,78314,01-06-2016,"36843 Madisen Village, North Bernieceville, Iran",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
01-03-2016,97805,01-03-2016,"0902 Gibson Heights, South Dewittton, Mozambique",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
20-05-2018,98995,20-05-2018,"314 Hansen Locks, Jacobsonland, Taiwan",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
14-08-2018,3188,14-08-2018,"49451 Evelyn Junction, Rosaliafort, Cayman Islands",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
05-04-2019,34079,05-04-2019,"286 Makenzie Mountain, Lake Sydniview, Dominica",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
24-11-2017,23498,24-11-2017,"478 Haley Ranch, Port Adonisbury, Christmas Island",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
07-08-2018,75759,07-08-2018,"92937 Kuphal Trace, Kimmouth, Solomon Islands",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
25-03-2017,2387,25-03-2017,"0977 Daniel Crest, Nadershire, Saudi Arabia",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
21-10-2017,36918,21-10-2017,"964 Mina Prairie, New Rosalynmouth, Saint Kitts and Nevis",929,1,250,30,250,280,250,11,222,250,222,40,89,133,,
31-12-2016,45779,31-12-2016,"383 Gottlieb Shoals, Lake Alisa, Hungary",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
02-05-2017,48047,02-05-2017,"659 Karlee Mill, Hamillhaven, Mozambique",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
04-07-2017,55246,04-07-2017,"3883 Jensen Manors, North Ernesto, Germany",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-12-2016,81700,27-12-2016,"5211 Klocko Mews, Arlenemouth, Iraq",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-09-2017,98809,15-09-2017,"170 Kristoffer Overpass, Moriahborough, Germany",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
13-05-2019,69342,13-05-2019,"3926 Madalyn Corner, East Karatown, Nigeria",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
25-11-2019,72606,25-11-2019,"17421 Bianka Ridge, Port Danikaton, Gambia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
24-09-2016,24181,24-09-2016,"51719 Evans Roads, Angelinemouth, Zambia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-09-2019,27992,22-09-2019,"651 Braun Shoals, Auerland, Austria",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-10-2019,54228,22-10-2019,"660 Giovanni Course, West Madonnaside, Ecuador",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-03-2018,16466,06-03-2018,"914 Camila Roads, New Lonzo, Poland",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
18-05-2018,4190,18-05-2018,"2906 Abbott Row, West Maiyashire, Pitcairn Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-04-2017,84099,11-04-2017,"09495 Streich Cliffs, Port Edwardoland, United States Minor Outlying Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
28-02-2018,2739,28-02-2018,"66030 Ransom Extensions, Zemlakmouth, Cocos (Keeling) Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
16-05-2016,20124,16-05-2016,"507 Maddison Passage, Shannonburgh, Botswana",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-11-2017,96872,17-11-2017,"1391 Marquis Prairie, East Ottilie, Uruguay",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
05-07-2017,35404,05-07-2017,"5092 Jalyn Loaf, Lake Jamiechester, Malta",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
18-08-2019,83196,18-08-2019,"6661 Lisa Fields, South Billieland, Fiji",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-09-2017,84161,15-09-2017,"417 Jolie Park, Mooreview, Democratic People's Republic of Korea",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
07-11-2018,19818,07-11-2018,"677 Spinka Spring, Bodeborough, Armenia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
02-07-2019,25933,02-07-2019,"99012 Runte Mount, Chayaville, Marshall Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
02-08-2018,55933,02-08-2018,"150 O'Reilly Plain, East Marlee, Micronesia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
20-11-2019,72451,20-11-2019,"40804 Fahey Plains, North Mia, British Indian Ocean Territory (Chagos Archipelago)",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-11-2017,22927,17-11-2017,"1019 Douglas Island, Parkerstad, Falkland Islands (Malvinas)",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-02-2018,79709,11-02-2018,"58317 Langworth River, West Gradyborough, Saint Kitts and Nevis",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
25-07-2017,34583,25-07-2017,"563 Littel Park, Gilesborough, Libyan Arab Jamahiriya",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
01-07-2018,51361,01-07-2018,"0573 Chloe Extension, West Karli, Serbia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-02-2019,5699,27-02-2019,"46960 Ruben Mountains, Lake Vincenzo, Guernsey",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-09-2017,59333,06-09-2017,"262 Georgianna Inlet, North Anderson, Mali",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-12-2016,55704,22-12-2016,"8468 Nina Forges, Beaulahfurt, Saint Helena",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-05-2016,91171,17-05-2016,"9513 Otto Ports, Port Halliemouth, Moldova",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-06-2018,7168,11-06-2018,"70235 Roderick Manor, Princeport, Philippines",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-12-2017,51706,11-12-2017,"12453 Satterfield Points, Hickleview, Benin",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
31-08-2019,15930,31-08-2019,"99366 Keeling Passage, Arielleville, Mayotte",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
10-12-2016,92619,10-12-2016,"866 Shawna Brook, South Ezekiel, United Arab Emirates",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-02-2017,3729,06-02-2017,"555 Okuneva Lights, Lubowitztown, Eritrea",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
13-03-2018,52732,13-03-2018,"597 Guadalupe Common, Loisborough, Vanuatu",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
20-05-2016,91115,20-05-2016,"70176 Cooper Fields, East Myronton, Mayotte",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-04-2019,65223,27-04-2019,"4836 Lenny Unions, Skylarborough, Sao Tome and Principe",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-10-2016,95401,15-10-2016,"9768 Flossie Crossing, South Kurt, Equatorial Guinea",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-06-2016,64193,14-06-2016,"60122 Daugherty Village, South Arvelville, Lebanon",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
03-06-2018,5113,03-06-2018,"12049 Leann Ramp, Koleside, British Indian Ocean Territory (Chagos Archipelago)",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-06-2016,26564,14-06-2016,"1429 Steuber Streets, Bradtkestad, Mayotte",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
18-05-2016,9096,18-05-2016,"894 Erdman Streets, Nolanbury, Italy",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
29-09-2016,6082,29-09-2016,"0341 Daija Ridges, Laynetown, Bouvet Island (Bouvetoya)",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-08-2018,99432,06-08-2018,"8391 Hamill Cliffs, Bergstromville, Congo",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
02-10-2019,93614,02-10-2019,"80323 Corrine Cove, Considineburgh, Grenada",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-07-2016,68396,11-07-2016,"590 Bernier Junctions, Nikolausbury, Tokelau",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-01-2016,26926,17-01-2016,"276 Maxine Valley, New Carlee, Guadeloupe",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-04-2017,32246,22-04-2017,"0522 Bradtke View, Braxtonhaven, Luxembourg",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
12-06-2017,51645,12-06-2017,"881 Berge Stream, New Bryon, Denmark",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
01-06-2018,28821,01-06-2018,"4303 Amara Lock, South Keyshawnstad, Burundi",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
18-04-2016,45703,18-04-2016,"6643 Gerlach Gardens, Carmelchester, South Africa",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
18-05-2019,40353,18-05-2019,"37518 Seth Centers, Konopelskimouth, Moldova",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
03-12-2016,42102,03-12-2016,"523 Lexie Row, Edamouth, Gibraltar",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-01-2019,93257,27-01-2019,"70439 Hayes Ports, Lake Keltonberg, Bermuda",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
29-08-2017,96571,29-08-2017,"6769 Watson Expressway, Colebury, Albania",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-11-2016,20071,27-11-2016,"7839 Ricky Prairie, Lake Julia, Kenya",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
21-12-2018,82691,21-12-2018,"753 Jeanette Junctions, Port Justonshire, Saint Martin",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
30-07-2018,85941,30-07-2018,"631 Chloe Freeway, Lake Katheryn, Nigeria",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-03-2017,69980,15-03-2017,"688 Beatty Villages, Gutmannport, Switzerland",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
19-04-2017,29330,19-04-2017,"51934 Mathias Point, Arafurt, Madagascar",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-03-2019,57178,22-03-2019,"5819 Feil Point, South Geovanny, Thailand",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
03-10-2017,43904,03-10-2017,"252 Corbin Crest, Weldonborough, Australia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
05-03-2017,86980,05-03-2017,"537 Aimee Mill, Trantowmouth, Jamaica",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-11-2017,62202,27-11-2017,"3792 Brock Cove, Daronport, Saint Lucia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
12-10-2019,60971,12-10-2019,"738 Tyreek Corners, North Tamiamouth, Luxembourg",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-10-2017,16875,06-10-2017,"3465 Aglae Dale, South Aishahaven, Sweden",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
03-02-2016,5054,03-02-2016,"205 Paucek Ridge, Port Demarco, Somalia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-06-2018,48047,14-06-2018,"929 Beier Islands, Krystinafurt, Gabon",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
16-11-2017,23729,16-11-2017,"3727 Melba Mountains, North Wilfordside, Nicaragua",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-01-2019,51089,14-01-2019,"90531 Marks Prairie, Sonnyshire, Djibouti",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-01-2016,14866,22-01-2016,"4022 Reynolds Plains, Damonmouth, Saint Barthelemy",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
09-03-2018,9972,09-03-2018,"15984 Schneider Terrace, Prosaccohaven, South Georgia and the South Sandwich Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
16-01-2018,69509,16-01-2018,"197 Krista Loop, Marquardtchester, Seychelles",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
29-03-2016,9285,29-03-2016,"427 Cartwright Turnpike, East Joy, Cuba",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-05-2018,34045,11-05-2018,"6754 Salvador Camp, Prosaccoborough, Nicaragua",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
23-02-2019,95853,23-02-2019,"67319 Crist Row, Josianeberg, Iran",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
05-11-2019,49570,05-11-2019,"525 Missouri Valley, Port Marcelo, Equatorial Guinea",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
08-10-2018,84906,08-10-2018,"6794 Stephania Forks, Delilahville, Macedonia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
12-10-2018,8675,12-10-2018,"6132 General Manors, Millston, Dominican Republic",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
27-01-2016,76002,27-01-2016,"9503 Demetris Locks, East Coopertown, Aruba",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-10-2016,30456,14-10-2016,"73488 Earnest Plaza, Port Rubenburgh, Panama",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-12-2016,93257,22-12-2016,"76975 Beer Curve, Millerport, Afghanistan",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
31-05-2017,38671,31-05-2017,"5904 Jack Falls, Port Elianshire, Malawi",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
07-08-2019,2654,07-08-2019,"26405 Lysanne Extensions, Lisettestad, Fiji",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
08-10-2019,5379,08-10-2019,"757 Tessie Parkway, Oliverview, Kuwait",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-12-2019,32246,15-12-2019,"114 Pacocha Overpass, Rowebury, France",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
21-08-2017,96324,21-08-2017,"121 Connelly Well, North Tiffanychester, Cote d'Ivoire",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
15-08-2016,50326,15-08-2016,"4736 Romaguera Mountains, North Kody, Indonesia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
26-02-2018,68850,26-02-2018,"96286 Pagac Row, Frederickport, Turkmenistan",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
02-09-2016,69294,02-09-2016,"3327 Lesly Estate, North Philipbury, Bosnia and Herzegovina",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
28-06-2018,65028,28-06-2018,"617 Kerluke Pike, Starkland, Cuba",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
12-06-2018,99432,12-06-2018,"60934 Dicki Spurs, Cyrusview, Chile",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-04-2018,48679,14-04-2018,"7898 Roderick Springs, Marielamouth, Namibia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-12-2019,91830,14-12-2019,"4023 Tara Junctions, East Gabriella, Solomon Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
22-08-2019,84592,22-08-2019,"9121 Winston Unions, Port Zack, Sweden",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
16-11-2016,85016,16-11-2016,"984 Mertz Walks, Port Aurelia, United Kingdom",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
13-03-2019,94621,13-03-2019,"279 Cooper Skyway, Lake Christopher, Cote d'Ivoire",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
04-08-2017,2654,04-08-2017,"3748 MacGyver Valley, Konopelskimouth, Albania",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
20-06-2017,36261,20-06-2017,"666 Micah Tunnel, Abshiremouth, Iran",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-01-2019,90015,11-01-2019,"532 Botsford Rue, South Othaburgh, Greenland",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
09-12-2017,67151,09-12-2017,"40407 Cesar View, West Ivamouth, Honduras",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
11-11-2016,20457,11-11-2016,"8206 Ashly Summit, West Keeley, Togo",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-01-2019,13394,14-01-2019,"6565 Amari Via, New Alvera, Zimbabwe",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
07-11-2016,88843,07-11-2016,"69625 Eloise Trail, North Richmondstad, India",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
28-12-2018,48116,28-12-2018,"26556 McGlynn Hollow, Ezekielfurt, Turks and Caicos Islands",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
29-08-2017,96580,29-08-2017,"256 Wyman Plaza, South Mollyshire, Timor-Leste",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
25-03-2019,94621,25-03-2019,"27096 Shanahan Islands, South Royal, Zimbabwe",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
20-09-2017,49942,20-09-2017,"3238 Jed Gateway, Mayertmouth, Bolivia",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
24-01-2017,15814,24-01-2017,"192 Swift Via, Port Hayleestad, Trinidad and Tobago",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
01-12-2017,78638,01-12-2017,"044 Mills Islands, Vandervortchester, Virgin Islands, British",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-09-2018,78709,17-09-2018,"2659 Wilkinson Walks, South Tracey, Grenada",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
14-03-2018,59938,14-03-2018,"71489 Bradtke Meadow, Wendellshire, Norway",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
09-04-2019,94643,09-04-2019,"3208 Kassandra Parkways, Lowemouth, Dominica",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
07-10-2019,15614,07-10-2019,"00423 Bashirian Knoll, South Winifred, Austria",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
17-02-2016,73891,17-02-2016,"463 Harvey Unions, Roweland, Qatar",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
30-03-2017,22927,30-03-2017,"7211 Rosamond Junction, New Mathildefort, Virgin Islands, British",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
20-10-2018,88002,20-10-2018,"035 Nicholas Ford, Odessafurt, Denmark",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
08-07-2017,65021,08-07-2017,"0872 Charlotte Pines, Doyleton, Slovakia (Slovak Republic)",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
04-06-2016,48271,04-06-2016,"55890 Collins Common, East Vivienneton, Romania",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
06-10-2019,59333,06-10-2019,"709 Macey Manor, Wilfordland, Mauritania",929,1,250,30,250,280,250,15,212,250,212,40,85,127,,
03-01-2017,84099,03-01-2017,"845 Stroman Camp, Willmstown, Japan",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
18-05-2019,57164,18-05-2019,"18897 Bergnaum Haven, Tyraside, Germany",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
06-06-2017,80689,06-06-2017,"446 Wunsch Union, Port Savion, Turkmenistan",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
08-11-2019,31248,08-11-2019,"720 Arne Trail, Webertown, Zambia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
04-08-2016,36022,04-08-2016,"3797 Hildegard Manor, Alberthafurt, Spain",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
02-11-2016,38337,02-11-2016,"7250 Antonietta Trail, Nitzschefort, Slovakia (Slovak Republic)",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
13-09-2019,87043,13-09-2019,"5232 Brakus Wall, Kuphalshire, Central African Republic",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
17-04-2019,32120,17-04-2019,"73518 Nader Dale, Port Ledachester, Singapore",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
17-05-2019,31584,17-05-2019,"3591 Susie Fort, Schimmelland, Mauritania",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
26-09-2019,29548,26-09-2019,"9895 Mraz Freeway, Ullrichside, Finland",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
09-10-2019,18074,09-10-2019,"868 Mayer Burgs, Hertastad, Djibouti",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
07-01-2016,80728,07-01-2016,"929 Marcelino Heights, Ravenhaven, Tonga",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
20-06-2018,27778,20-06-2018,"8080 Brycen Greens, North Maci, Swaziland",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
04-01-2018,72092,04-01-2018,"321 Ferry Key, North Shayna, Saint Helena",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
17-08-2019,78709,17-08-2019,"55273 DuBuque Ramp, Port Nicolaston, Saint Barthelemy",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
28-02-2017,98595,28-02-2017,"09843 Lavon Corners, Bednarmouth, Macao",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
19-01-2017,21996,19-01-2017,"7381 Gottlieb Meadows, South Jessieport, Greenland",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
12-12-2017,26729,12-12-2017,"0243 Emard Meadow, Hallebury, Azerbaijan",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
13-10-2019,90182,13-10-2019,"429 Schaefer Crossroad, Armstrongton, Liechtenstein",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
17-01-2019,91719,17-01-2019,"1209 Cartwright Drives, O'Connellshire, Turks and Caicos Islands",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
29-09-2019,98924,29-09-2019,"958 Efren Roads, Maggioport, Micronesia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
17-05-2018,31231,17-05-2018,"169 Carlos Fort, New Tylerborough, Vietnam",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
27-03-2017,60261,27-03-2017,"562 Lacey Road, Handfurt, Brazil",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
05-10-2019,15022,05-10-2019,"3982 Delmer Vista, Kautzerville, Estonia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
04-11-2018,74320,04-11-2018,"87608 Litzy Rapid, Lake Breanne, French Guiana",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
18-04-2017,32327,18-04-2017,"48881 Welch Cliff, Orenland, Mongolia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
08-08-2019,59016,08-08-2019,"68662 Jordi Estate, Eastonville, Reunion",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
15-08-2017,8915,15-08-2017,"12701 Beahan Bypass, Roelberg, Ukraine",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
30-03-2019,35511,30-03-2019,"653 Sporer Pines, East Floydside, Ireland",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
27-08-2019,34540,27-08-2019,"577 Jabari Bypass, Mertiechester, Monaco",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
19-04-2016,73467,19-04-2016,"4725 Antonia Oval, New Howellbury, Namibia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
10-12-2019,42102,10-12-2019,"6356 Marshall Shores, South Dallinview, Saint Martin",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
21-12-2016,15621,21-12-2016,"2943 Juanita Forge, South Joan, Botswana",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
23-06-2019,69715,23-06-2019,"54362 Karina Summit, Lake Reymouth, New Zealand",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
01-08-2019,61341,01-08-2019,"8528 Marjory Corner, Rippinhaven, Malaysia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
08-06-2016,74241,08-06-2016,"1855 Selina Highway, Jeffereybury, Western Sahara",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
24-08-2019,47248,24-08-2019,"573 Collins Place, North Bernieside, Cuba",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
16-11-2019,68815,16-11-2019,"480 Cassandra Shoal, New Orvalstad, Yemen",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
30-10-2016,88816,30-10-2016,"6794 Schuster Creek, Vincenzobury, India",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
01-07-2018,27560,01-07-2018,"1826 Marcel Via, Deondreville, Holy See (Vatican City State)",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
16-09-2016,8353,16-09-2016,"0452 Misael Pass, North Leora, Kenya",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
29-12-2019,8543,29-12-2019,"489 Zella Knolls, Wilkinsonshire, Mayotte",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
02-12-2018,72279,02-12-2018,"263 Frederik Prairie, Jonathanmouth, Yemen",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
25-04-2016,19054,25-04-2016,"8387 Seth Parkways, Leonardoport, Latvia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
09-10-2017,47218,09-10-2017,"618 Kuphal Stravenue, Lake Maude, Liberia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
29-06-2019,88095,29-06-2019,"951 Dare Crest, North Vickiestad, Isle of Man",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
02-07-2018,58372,02-07-2018,"1724 Reinhold Via, West Arely, Poland",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
19-05-2018,95762,19-05-2018,"40352 Meghan Parkway, Port Keeley, Syrian Arab Republic",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
18-03-2018,26564,18-03-2018,"3556 Johns Cliffs, Parkerville, Turkey",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
26-10-2016,65427,26-10-2016,"27391 Reichel Hollow, Lake Matildaton, Australia",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
19-02-2018,82230,19-02-2018,"15424 Bogisich Lodge, New Joelle, Hong Kong",929,1,250,30,250,280,250,17,208,250,208,40,83,125,,
